pos,artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms,album_name,Genre,releaseYear
2,Vigiland,spotify:track:1lzsinBndAV7ujua5tn7om,spotify:artist:3tLYpanVDomWAZqF82NPds,Ready,spotify:album:7zE85AQ1R3RG7sLvT5PkLG,142509,Ready,melbourne bounce,2014.0
18,Jeremy Riddle,spotify:track:08sFNhdj86iFWkA1opoRnb,spotify:artist:6jZbQXvNtDjnj18yoHMuvi,Breaking Through,spotify:album:51tDIxdvRnjOxK2E1zrwAw,245173,Tides: The Spotify EP,"worship, christian",2013.0
17,Digable Planets,spotify:track:546y0Yi6Bkl816ZgVUXmwz,spotify:artist:0gqIrDRL7CEPBWMmkuZPdQ,Graffiti - 2005 Digital Remaster;,spotify:album:3IdBHbjMTIPcknxgbqUxub,325266,Beyond The Spectrum - The Creamy Spy Chronicles,"jazz rap, east coast hip hop, hip hop, acid jazz",2005.0
122,Grizzly Bear,spotify:track:0cad378gGsvZfnmE7Sxe9w,spotify:artist:2Jv5eshHtLycR6R8KQCdc4,Granny Diner,spotify:album:0nlBZxaJ8RI2LDPfJQ2nyJ,288960,Friend,"indie, indie rock, baroque pop",2007.0
10,Chino & Nacho,spotify:track:3ZJjUoSr6T2aH13QWewr2G,spotify:artist:5NS0854TqZQVoRmJKSWtFZ,Simplemente Te Quiero,spotify:album:7BXrIKFIBCMyStU6If02my,229626,Radio Universo,"merengue, reggaeton, latin",2015.0
225,Moby,spotify:track:2WPXvQVeI8iatEijvn9GMZ,spotify:artist:3OsRAKCvk37zwYcnzRf5XF,Are You Lost In the World Like Me?,spotify:album:3AKmmXUhSRTZJp6S9IPVLa,266919,These Systems Are Failing,"downtempo, trip hop",2016.0
67,Destructo,spotify:track:6XtQpL3Z14fDwlq2Rbo9BC,spotify:artist:0BEYTctVmnYa5yStp4Jpab,Renegade - Volac Remix,spotify:album:0BFgEeQIhFwws9zW5IN62E,304251,Renegade Remix,"g-house, bass house",
108,Jeremy Riddle,spotify:track:3b31asmPWrsznd1cpz56C6,spotify:artist:6jZbQXvNtDjnj18yoHMuvi,Call To Praise,spotify:album:4TDzaCU9amnUcWnj8dqnH6,232746,Full Attention,"worship, christian",2011.0
0,Eric Church,spotify:track:3sKPEZreHSpHfr9cYQG7VR,spotify:artist:2IvkS5MXK0vPGnwyJsrEyV,Dark Side,spotify:album:7Ad3sRoSJmRcjtd5Ce27Oj,218146,The Outsiders,"country, acoustic country",2014.0
183,Bakermat,spotify:track:0mPzNi0cTERyqMT9gjhxHA,spotify:artist:3MyFDtqB80WZvbtCZRsekM,Uitzicht - Original Mix,spotify:album:78rB3uopeSagSmqNUhy2sG,308928,Uitzicht,tropical house,2013.0
20,Randy Travis,spotify:track:1GDmL2PvjmBoE0vLO12rec,spotify:artist:1pTuR132U5b4Rizal2Pr7m,Can't Hurt A Man - feat. Tim McGraw,spotify:album:0PzcDkEDb9x7RFNzWYf1Fj,166093,Anniversary Celebration,"christian country, country, traditional country",2011.0
144,Apocalyptica,spotify:track:7zLIZBhMh3Cvmj4XiF6Pn3,spotify:artist:4Lm0pUvmisUHMdoky5ch2I,Until It Sleeps,spotify:album:6GBRgaOq10E5yGAqJhqhMv,194426,Cult,"symphonic metal, symphonic rock",
25,R.E.M.,spotify:track:3kL3FV7NPNfzgVeiG753r6,spotify:artist:4KWTAlx2RvbpseOGMEmROg,Disturbance At the Heron House,spotify:album:65kIVEdb93smbnC7k4aie7,213973,Document - 25th Anniversary Edition,"jangle pop, alternative rock, rock",1987.0
126,Jimmy Eat World,spotify:track:1ZaayZekOvHCXyditwgek1,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,Anais - Demo Version,spotify:album:6twJ8cB6NCk94uQlGTufxj,199333,Invented,"emo, pop punk, emo pop",
72,Vicente Fernández,spotify:track:0zjI7Wp8BQxIpo71NwqPuE,spotify:artist:4PPoI9LuYeFX8V674Z1R6l,Hilos De Plata,spotify:album:2bXxY2XB6gOZwJyJYhfKQq,181600,Toda Una Epoca,"mariachi, ranchera, música mexicana, bolero, banda, norteño",
78,John Mark McMillan,spotify:track:1v7MlI4j6psJuXw8N3GIJa,spotify:artist:0T1KC0OHfbRO0O5bNH2tek,Heart Runs,spotify:album:6xsmGWFDOdSRjyZ7QBBGEx,406760,Borderland,"christian alternative rock, christian folk, worship, christian",2014.0
21,Damian Marley,spotify:track:255UBOBs9IQdPsHt8Ylsh4,spotify:artist:3QJzdZJYIAcoET1GcfpNGi,Is It Worth It? (Gunman World),spotify:album:3KQyumNvYSzOtHxXaLxsOM,277333,"Set up Shop, Vol. 2","reggae, ragga, roots reggae, dancehall",
99,Red Hot Chili Peppers,spotify:track:6gTdrud3duWIBg8r2YdjOL,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,So Much I,spotify:album:7xl50xr9NDkd3i2kBbzsNZ,224440,Stadium Arcadium,"funk rock, alternative rock, rock",2006.0
128,JJ Heller,spotify:track:7E3IlQ2qiB1xeN43ykgtIA,spotify:artist:7dq8KEwf0kQXJhM79iwcPh,Only Love Remains,spotify:album:0yfbXPaOuOehJixgSdhEew,200800,Only Love Remains,"christian folk, lullaby",2006.0
4,Babyface,spotify:track:7L06pF5o819jflseQ4Wde5,spotify:artist:3aVoqlJOYx31lH1gibGDt3,Never Keeping Secrets,spotify:album:0PkkUYZMtKN25rvrt50EhX,293266,For The Cool In You,"quiet storm, new jack swing, r&b, smooth r&b",1993.0
17,The Mamas & The Papas,spotify:track:1lJKqvxYhu9gTc6QGWDTFX,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,San Francisco,spotify:album:4JAXD81sOxGlLKF2PCDDOD,252386,Colección Mitos The Mamas & The Papas,folk rock,2010.0
38,Eddy Lover,spotify:track:2Sj4kpKH8gfwAPFrP0PG6x,spotify:artist:7gR53ad9JjCweCv4f9MWEX,Por Un Beso,spotify:album:4CVRMi7mgsjI95Q2bfoyjJ,224160,6 Super Hits,reggaeton,2009.0
40,Herbie Hancock,spotify:track:1Ku5vu9Crncz8ixeT4Ijxc,spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW,Dolphin Dance,spotify:album:7huPJTTsWVt854oZkr88mf,556133,Maiden Voyage,"jazz, jazz fusion, jazz funk, hard bop, cool jazz",1965.0
15,Oliver Heldens,spotify:track:7bfMQ7iFAp1BMkQ2yTY2X1,spotify:artist:5nki7yRhxgM509M5ADlN1p,MHATLP - HI-LO Radio Edit,spotify:album:6uKnVZq3rGkE5W0nty7WsJ,240014,MHATLP (HI-LO Edit),"future house, house",2009.0
41,Bombay Bicycle Club,spotify:track:0QUiguzo0mWdlBk6Nvujic,spotify:artist:3pTE9iaJTkWns3mxpNQlJV,You Already Know,spotify:album:56ADhSciu0gvr5RQ0iOgx0,262533,Evening/Morning,"indie rock, indie",2008.0
215,Five Finger Death Punch,spotify:track:6r8XOEQWFJvVVDGlIcroOL,spotify:artist:5t28BP42x2axFnqOOMg3CM,The Devil's Own,spotify:album:5HTX2DfIWtWuUdIDotpKwG,252893,The Way of the Fist,"metal, groove metal, heavy metal, hard rock, rock",2007.0
29,Britney Spears,spotify:track:7bpvfjoneSQvW0tbtVm1Jk,spotify:artist:26dSoYclwsYLMAKD3tpOr4,"Ooh La La (from ""The Smurfs 2"")",spotify:album:7qMTrZjF1sh0rujrgczf8P,257493,"Ooh La La (from ""The Smurfs 2"")",pop,2013.0
74,Alkaline Trio,spotify:track:2riF5ahMGtWoHLfXDvzWUO,spotify:artist:1aEYCT7t18aM3VvM6y8oVR,Radio,spotify:album:1PLuZdXFfbgiaUxkVkUeCy,323186,Damnesia,"pop punk, punk, emo, emo pop, skate punk",
72,311,spotify:track:6yOPX1S5NZ247ewTwAUYgC,spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K,Something Out Of Nothing,spotify:album:6qN1P4yOuxEPUPjYYSxURu,264573,Uplifter,"reggae rock, funk rock, rap rock",2009.0
162,Gucci Mane,spotify:track:10pinuboeyV8mpGtS4ehGg,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,Hurt A Nigga Feelings,spotify:album:0smWYh2nQsaZNonBGZpZMn,218666,Droptopwop,"southern hip hop, rap, trap",2017.0
147,Radiohead,spotify:track:552BIJ9kKwwqiGf4YojYbL,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Man of War,spotify:album:4ENxWWkPImVwAle9cpJ12I,269093,OK Computer OKNOTOK 1997 2017,"art rock, alternative rock",2017.0
52,Lil Jon,spotify:track:5stkMquzj3vWJBUTEKEBLB,spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK,Drink - Mike Candys Radio Edit,spotify:album:5MvGswY33bD1SjzRg2hWQ9,185200,Drink (Remixes),crunk,
38,Foo Fighters,spotify:track:06LzBUkKZpPAWiEwB6iVri,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,In Your Honor,spotify:album:2eprpJCYbCbPZRKVGIEJxZ,230093,In Your Honor,"rock, post-grunge, alternative rock, grunge, modern rock",2005.0
5,Basia,spotify:track:3pQNZdsCvMTt4NCsszPrno,spotify:artist:4mITrNyXdPhy8phBHPgAHk,Best Friends,spotify:album:0MSCoGOiKcn7wNZx9B7NQX,241600,"London, Warsaw, New York",smooth jazz,1990.0
64,Sean Paul,spotify:track:7meIEFvjezp2cpiRhiNxKd,spotify:artist:3Isy6kedDrgPYoTS1dazA9,Punkie - Espanol Version,spotify:album:3nAwSh2fcp3M8voQKZS2as,215266,Dutty Rock,dancehall,2002.0
87,Los Cuates de Sinaloa,spotify:track:6s2n7VHlMheKsMn2ra6Kt0,spotify:artist:6qrWzQSK00anTGkydomNW7,El Señor de los Cielos,spotify:album:0fOqDbgPpTHyIHoa7XFCRt,257440,El Señor de los Cielos,"sierreño, corrido, norteño, cumbia norteña, música mexicana",2013.0
97,Marc Anthony,spotify:track:50oJx7OahWm5i3w4Ys7bqq,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,Amor Aventurero,spotify:album:4Nyp7QrPLKUKeck9MIkO1q,279133,Dos Clásicos,"salsa, salsa romantica, merengue, bachata, latin, latin pop",2001.0
40,Pokémon,spotify:track:57L21nMURJDP7bH1rkIQsc,spotify:artist:6goK4KMSdP4A8lw8jk4ADk,Dragonite Takes Flight,spotify:album:3eDtoboyn0ldrfU3dGSSs9,128400,Pokemon The Movie,anime,
25,Jimmy Eat World,spotify:track:5FpTr8jmmJbuXVRw4iuLoU,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,Your House,spotify:album:1VbyDS3tGhe4iHfIJ7AMtr,286146,Bleed American,"emo, pop punk, emo pop",2001.0
18,Zach Winters,spotify:track:3es4YuDY98Lw3mdXfsh8Mj,spotify:artist:163OfTopSs5dr4iVSizkvu,When Evening is Overwhelming,spotify:album:2PBrpRel9JTlXZkfZx2YBi,291293,They Were Longing for a Better Country,"christian folk, christian alternative rock, acoustic folk",2011.0
91,Toto,spotify:track:2yrByIeiOiq6O5ptPYKzmp,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,Live for Today,spotify:album:3jGdfUMsS63FBYhBidKX3J,241253,Turn Back,soft rock,1981.0
34,Fuego,spotify:track:4jNgZLIfEHLnVkSLiliiZs,spotify:artist:7wU2WGCJ8HxkekHHE2QLul,Por Ti,spotify:album:2xuHwy870nsG41mnZoeISS,188320,Por Ti,"trap latino, reggaeton",2017.0
32,Duke Ellington,spotify:track:5RHhZ4gmX42XnL8aCMAZFo,spotify:artist:4F7Q5NV6h5TSwCainz8S5A,Part I - Alternate Take,spotify:album:3AP5uV5JgBu5haJfQjct44,408600,"Black, Brown, & Beige","jazz, big band, swing music, cool jazz",1958.0
37,deadmau5,spotify:track:5ufgN3GDL4jiea5qmeVX72,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,Plus - Original Mix,spotify:album:3vGRamVI58koddmLcfX6mn,450000,Vexillology,"edm, progressive house, dubstep",
192,Elvis Presley,spotify:track:3UtAj8EP7DvesfEMQULP79,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,White Christmas,spotify:album:3099YJA5hoqm4xqoelA92D,162133,Christmas with Elvis and the Royal Philharmonic Orchestra,"rockabilly, rock and roll",2017.0
60,Various Artists,spotify:track:7LhDt8s5ohbcigcSyUmhTh,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Billie Jean,spotify:album:74yfmKoHVLhoJbsf2swWEl,285253,Video Killed The Radio Star-Guys,champeta,
61,Grady Spencer & the Work,spotify:track:6neDd1jEcOWzPPyUWR7bk9,spotify:artist:5QEQTOTzN3kxmK41BaLFK5,Take My Hell,spotify:album:0mLQMmcTKrBn2jJSxgYwdT,274133,The Line Between,"texas country, red dirt",
30,FIDLAR,spotify:track:0qG6iSfWjM1gdHX4ctN4QI,spotify:artist:3P6duIn7oHeiBACZfYeNud,Black Out Stout,spotify:album:2PLSiaZxf3cb6RwZlJoEJO,180600,Don't Try,"garage rock, surf rock",2012.0
70,Pearl Jam,spotify:track:42JkURlKrerwh2JdlwEkg4,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,Thumbing My Way,spotify:album:7AOWw68DEPnDmTpquZw8bG,248160,Riot Act,"grunge, rock, post-grunge",2002.0
40,Noriel,spotify:track:2sA4woGW5KgEgGXXxOKPAZ,spotify:artist:3RtNN1VnooWEn3KQk03DUL,Amigos y Enemigos - Remix,spotify:album:3pUkjrzOZhiaipOiANpLuF,295304,Amigos y Enemigos,"trap latino, dembow, reggaeton, trap",2017.0
20,Reik,spotify:track:6Gi3JimL6FXu2lkyTAIRxE,spotify:artist:0vR2qb8m9WHeZ5ByCbimq2,Con la Cara en Alto,spotify:album:3nFMhhRvntmafaNnxJqcYX,228000,Reik En Vivo Auditorio Nacional,latin pop,2013.0
128,Eminem,spotify:track:0FXfAepEmqVCMnvOpb8Hoj,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Hell Breaks Loose,spotify:album:7MZzYkbHL9Tk3O6WeD4Z0Z,244160,Relapse: Refill,"rap, hip hop",2009.0
13,The Drifters,spotify:track:1jaI8oxzBzLWj1zQ9zQ8CL,spotify:artist:1FqqOl9itIUpXr4jZPIVoT,Drip Drop,spotify:album:3gXvoii0xa3pIF8use3GQR,151800,Rockin' and Driftin',"doo-wop, motown",1958.0
90,Joss Stone,spotify:track:4MymCsjbOkhuP2kWNSZgLo,spotify:artist:7bvcQXJHkFiN1ppIN3q4fi,L-O-V-E,spotify:album:6Z8HL0drVRDIGrqIrSM1Ad,168973,The Best Of Joss Stone 2003 - 2009,neo soul,2011.0
105,Dashboard Confessional,spotify:track:40roputMQGHIeOakFNmtK7,spotify:artist:4ERtgeBbWRkFzIz6LaFCeY,Turpentine Chaser,spotify:album:2zEv1FAP0PLzkljovWnvMh,200533,The Swiss Army Romance,"emo, emo pop, pop punk",2003.0
8,Next,spotify:track:7tHRedyQaP6xDpMXQyTz2h,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,"Stop, Drop & Roll",spotify:album:3Pmonb2UZ9zckdh5S5ibVm,304773,Rated Next,r&b,1997.0
2,The City of Prague Philharmonic Orchestra,spotify:track:6AB9XU2ln77DEwTN4PFMeW,spotify:artist:2oQJQUIpJFFnfKvHJA0xBu,White Christmas,spotify:album:7gZ51DICP1u17tPVMBEgOG,171253,Christmas Choral Classics,"orchestra, classical",2000.0
95,Chris Botti,spotify:track:0WWHP6dTK4ohaZtPP4JzNA,spotify:artist:3eFo5fMv53RYZBYlvT5Z6a,Do It In Luxury,spotify:album:2m5HkuUzjG3LxKhPobZrl7,222733,A Thousand Kisses Deep,"smooth jazz, jazz",2003.0
59,Johnny Cash,spotify:track:2gudBIpYVAYIYhjunc7NsX,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,Truth,spotify:album:5sOFdqQZRggqb5qOXVH8PR,137720,Bootleg Vol. IV: The Soul Of Truth,country,
193,The Doors,spotify:track:6ieXnWm8uineF8k9Ugn5DG,spotify:artist:22WZ7M8sxp5THdruNY3gXt,The WASP ( Texas Radio And The Big Beat ),spotify:album:7IKUTIc9UWuVngyGPtqNHS,253973,L.A. Woman,"psychedelic rock, classic rock, acid rock",1971.0
189,Hillsong Worship,spotify:track:5euTnYyKVz1Yg14MK69OM4,spotify:artist:3SgHzT552wy2W8pNLaLk24,Noel,spotify:album:6f6C3n1O2O6z5wDvwVBG2o,241720,The Peace Project,"worship, christian, ccm, gospel",2017.0
27,Julieta Venegas,spotify:track:6KWTSRF9Aa2rFZaJpsCWfa,spotify:artist:2QWIScpFDNxmS6ZEMIUvgm,Hoy No Quiero,spotify:album:0rmEiygdtUfM8jeJ7i1Hvp,193293,Bueninvento,"latin pop, latin rock",
6,Marvin Gaye,spotify:track:3KirTL48oqct9wSRYxpnIB,spotify:artist:3koiLjNrgRTNbOwViDipeA,Checking Out (Double Clutch),spotify:album:4gp6F03qAJCvKYoAGSrHVk,291280,What's Going On - 40th Anniversary,"motown, soul, northern soul, quiet storm",1971.0
156,Nicky Jam,spotify:track:3u8fKvW5X1zvrsweW5h2xa,spotify:artist:1SupJlEpv7RS2tPNRaHViT,Tu Hombre,spotify:album:2dBgWXp41imu2zBNv9oFxZ,204720,Fénix,"reggaeton, latin",2017.0
51,Perturbator,spotify:track:5mVmxjEa3gGLO2ZlHPmiW3,spotify:artist:244uLu9lkdw39BJwlul3k8,Hard Wired (feat. Isabella Goloversic),spotify:album:0GzBfwarPFhAdfLNHfgaRT,332040,Dangerous Days,"synthwave, darkwave, vaporwave",2014.0
13,Camila,spotify:track:5EhzE6HJaCcLFrf5rPqvpk,spotify:artist:2gRP1Ezbtj3qrERnd0XasU,Mientes,spotify:album:0MPMiyavAbARflBlNGjIA6,205160,Dejarte De Amar,latin pop,2010.0
145,Stevie Wonder,spotify:track:2SW1wqAFlWH6kGaG3lWtfI,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Jungle Fever,spotify:album:1xO2rklexBS68eSOqIU4Il,296066,"Music From The Movie ""Jungle Fever""","motown, soul",1991.0
4,Wilco,spotify:track:3NP1eJ1V0knt1mkcQhWtdN,spotify:artist:2QoU3awHVdcHS8LrZEKvSM,Country Disappeared,spotify:album:1cezxBJdWm1Xod9ZiGy4YE,242440,Wilco [the album],"alt country, americana, indie rock",2009.0
25,Vicente Fernández,spotify:track:5BDPbtq5y3u5jAKRNqbItj,spotify:artist:4PPoI9LuYeFX8V674Z1R6l,Tu Retirada,spotify:album:4AbxC9BjfOj9T5pQ665zzs,163973,Lo Mejor De La Baraja Con El Rey,"mariachi, ranchera, música mexicana, bolero, banda, norteño",1973.0
48,Big K.R.I.T.,spotify:track:72wZZPjzTTnFINkqHrOpIa,spotify:artist:0CKa42Jqrc9fSFbDjePaXP,LFU300MA - Intro - Album Version,spotify:album:5kE9pfTSekNenqqdlvtBQd,133586,Live From The Underground,southern hip hop,2012.0
96,Kenny Chesney,spotify:track:1MbQBlKcViyT5OXnSS935d,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,Outta Here,spotify:album:052CF6cpp0nAH67yuUrIp7,166733,When The Sun Goes Down,country,2004.0
7,Jay Park,spotify:track:3PmNWSRqFLbl2iIsFYblxG,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,"병신 F*ckboy (feat. Sik-K, Bewhy & Ugly Duck)",spotify:album:1bCQECuGiRPIdEkmCe8m1U,286188,Worldwide,"k-rap, k-pop",2015.0
98,Yo La Tengo,spotify:track:0gb8uIauOBg5gslQFdS8Fj,spotify:artist:5hAhrnb0Ch4ODwWu4tsbpi,Leaving Home - Alternate Version,spotify:album:0U43jFC9ahFCS22nTYQJP2,267733,"They Shoot, We Score","dream pop, slowcore",
78,Tech N9ne,spotify:track:269CNnIpYd1ApOQzqQtVMI,spotify:artist:6UBA15slIuadJ8h2lPRPos,Priorities,spotify:album:0V2ApMkgurWGcF0sc0u17w,103306,Something Else,horrorcore,2013.0
33,Tiga,spotify:track:7f7fYSL0OrbzELk2Mp1HxG,spotify:artist:5l9wiTZVfqQTfMDOt0HtwC,(Far From) Home - The Speed Of Sexor Reprise,spotify:album:77lyOjHh2O3uQcxiPFeLcp,274266,Sexor,electroclash,2006.0
82,Francesca Battistelli,spotify:track:2YPLCTMMsYa2NcvgAFhBtF,spotify:artist:29ywwKkxfoH7iWwNY1UezA,The Christmas Song,spotify:album:75RI9Ge3nb0Sapjvn7Faax,135506,Christmas,"ccm, worship, pop worship, christian pop, christian alternative rock",2012.0
32,Hans Zimmer,spotify:track:4vahRC1aIq7W7ih0w8Goqs,spotify:artist:0YC192cP3KPCRWx8zr8MfZ,The Village,spotify:album:7wPDOZ30toNEBkr5uBIANF,352333,The Thin Red Line,soundtrack,1999.0
33,Joni Mitchell,spotify:track:7CD5VhE2AWbCxqYHmpYoSi,spotify:artist:5hW4L92KnC6dX9t7tYM4Ve,Edith And The Kingpin,spotify:album:3gUlFM3azK6ZIkKz1zK7Nj,215960,The Hissing Of Summer Lawns,"singer-songwriter, folk, folk rock",1975.0
3,Cat Power,spotify:track:3Y79ZkD0H0AkHukqfSMkbg,spotify:artist:6G7OerKc3eBO9sVkRNopFC,Good Woman,spotify:album:38CsAH6IM7fKMN0XnZReR6,236186,You Are Free,"slowcore, singer-songwriter",2003.0
43,Dawes,spotify:track:7M8frc4NXKvTFaiaVlFsYv,spotify:artist:0CDUUM6KNRvgBFYIbWxJwV,If I Wanted Someone,spotify:album:79C3CPPXeDJgYAtNnWPrzQ,288200,Nothing Is Wrong / North Hills,"americana, alt country",2009.0
13,Giuseppe Verdi,spotify:track:7hkvJgyFi5QWTOhgCDRBiq,spotify:artist:1JOQXgYdQV2yfrhewqx96o,"Un giorno di regno / Act 1: ""Non san quant'io nel petto...Non vo' quel vecchio, non son sì sciocca""",spotify:album:55dclyKjNw6zSXq4ZmGCAN,358840,Verdi: Un Giorno di Regno,"opera, classical",
31,Depeche Mode,spotify:track:2G2PdkATB8EADrjHhXQuPP,spotify:artist:762310PdDnwsDxAQxzQkfX,A Pain That I'm Used To,spotify:album:57o8ROknLhGAxhiLKTOwSt,250893,Playing the Angel (Deluxe Version),"new wave, synthpop, darkwave",2005.0
67,Jimmy Eat World,spotify:track:6PRi9o40ogIWt340mS9CNV,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,Sweetness - Demo,spotify:album:0JfCEzWgcuUxrAUZw5eUT4,218800,Clarity,"emo, pop punk, emo pop",1999.0
25,Shaggy,spotify:track:6ueDnmAamC2RcxY9izQQia,spotify:artist:5EvFsr3kj42KNv97ZEnqij,The Voices Of Sweet Jamaica - All Star Remix,spotify:album:7CZ9pJ8wS1qyal2hnMf2qj,246363,The Voices Of Sweet Jamaica,reggae,2012.0
45,Toby Keith,spotify:track:6FvYF0e0nIodzUBZXKJlAT,spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,Kissin' In The Rain,spotify:album:4HMst6ZXsJmSnI1bz3LGzw,235453,Bullets In The Gun,country,2010.0
13,Blind Melon,spotify:track:0QXxJofIuWHLQafnTzFAwV,spotify:artist:5sD1ZLf2dGQ9gQ3YJl1eAd,The Pusher,spotify:album:7ikXCPzEM6uTEugCzqG4cT,186466,Nico,grunge,1996.0
96,Camille Saint-Saëns,spotify:track:0Sbp1lMRZEBgPYv2loprBH,spotify:artist:436sYg6CZhNefQJogaXeK0,"Concerto No. 1 in A minor for Cello and Orchestra, Op. 33",spotify:album:3HPaNGoI6bH9lvfW1wG6Ze,1133333,"Great Cello Concertos: Dvorák, Elgar, Haydn, Saint-Säens, Schumann",classical,
109,Incubus,spotify:track:5DmyoxkECd6hifm9g6cHtt,spotify:artist:3YcBF2ttyueytpXtEzn1Za,Glitterbomb,spotify:album:4AKyMkacibLG3gEdo7iRWV,285400,8,"nu metal, funk rock, alternative metal, alternative rock",2017.0
69,Gene Chandler,spotify:track:7wINbKsOYHMnmxW81X0Llj,spotify:artist:52uMkSFt2RVO6XxTEt5VeW,Duke of Earl,spotify:album:0uBV7PHIBOTOGJwxX674F9,153653,Doo Wop Rock,"doo-wop, northern soul",2010.0
155,Tech N9ne,spotify:track:20kkN4OZ2OHV6BzS1eeuDl,spotify:artist:6UBA15slIuadJ8h2lPRPos,Trapped in a Psycho's Body,spotify:album:5XFTpVdocHHBMW3p2jRH3o,308133,Absolute Power,horrorcore,2002.0
7,Gladys Knight & The Pips,spotify:track:06JniG9Jh1aTR9EC8UeuXz,spotify:artist:0TF2NxkJZPQoX1H53rEFM1,Neither One Of Us (Wants To Be The First To Say Goodbye),spotify:album:5sn0u6fDEiqlCGEwXKEq3y,264266,Neither One Of Us,"motown, soul, northern soul",1973.0
30,Johnny Cash,spotify:track:50hdC6ISxFo6UauJadOw9w,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,Jackson - Live,spotify:album:784THwrPRbheFoUMDEpWh8,190240,At Folsom Prison (Legacy Edition),country,1968.0
16,The Doors,spotify:track:3uqxwLp7Hs9sJhm4uVF8li,spotify:artist:22WZ7M8sxp5THdruNY3gXt,The Changeling,spotify:album:7IKUTIc9UWuVngyGPtqNHS,259266,L.A. Woman,"psychedelic rock, classic rock, acid rock",1971.0
206,Illa J,spotify:track:6EaNEcInL9XVCBNSdrlmDI,spotify:artist:72zigmOdJbIsz0iIRhCBvp,All Good,spotify:album:6VlkhAo4FIgT7FKBFbhCHm,185286,Yancey Boys,jazz rap,2008.0
138,Aphex Twin,spotify:track:3Bp478Itxv8gxqqEcf8HRL,spotify:artist:6kBDZFXuLrZgHnvmPu9NsG,Acrid Avid Jam Shred,spotify:album:0VG7XLJ8gSynEQDVnpHNNU,459280,...I Care Because You Do,"idm, ambient, electronica",1995.0
25,El Komander,spotify:track:5nGu72jbOybqGLPVPrUK7k,spotify:artist:2wC90WSKQd0BvdxJZ0mObr,El Papel Cambio - Bonus Track,spotify:album:4TewXDnMx4XfkyaQGK1Okl,187834,En Vivo Desde El Nokia,"corrido, banda, norteño, corridos bélicos",2015.0
68,Ghostface Killah,spotify:track:7HtaY6RdCjPkEtTH5HgFXp,spotify:artist:6FD0unjzGQhX3b6eMccMJe,Goner,spotify:album:0tYJe52MDUAPy87bOc84Er,291200,Ghostdini Wizard Of Poetry In Emerald City,"east coast hip hop, hardcore hip hop, hip hop",
124,Big K.R.I.T.,spotify:track:1dx2SLMhFd0jbAZRgzUcjh,spotify:artist:0CKa42Jqrc9fSFbDjePaXP,What U Mean,spotify:album:5kE9pfTSekNenqqdlvtBQd,236106,Live From The Underground,southern hip hop,2012.0
29,Shinedown,spotify:track:2CAS8EqkMY71BO39MhWobU,spotify:artist:70BYFdaZbEKbeauJ670ysI,Save Me - Live From Washington State,spotify:album:511AeIx5SwqUp6stQyxm47,211226,Somewhere In The Stratosphere,"post-grunge, alternative metal, rock, acoustic rock",2011.0
20,Gene Autry,spotify:track:62lQK8PgDjzt1T8hHVJF79,spotify:artist:5ixB75BQR3ADoWQkcHQJTs,Frosty the Snowman,spotify:album:2F2wVHq786BM4P3NxrXhHJ,176146,The Best Christmas Album,christmas,2011.0
23,Low,spotify:track:1TSGfodSzIEs5s6DaMtZOY,spotify:artist:0wz0jO9anccPzH04N7FLBH,Four Score,spotify:album:37J3Qo1otgzg7kFT81XLC2,176040,The Invisible Way,"slowcore, dream pop, post-rock",2013.0
27,Fall Out Boy,spotify:track:0ogvSCswPsKY7MSMaojWk5,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,Tiffany Blews,spotify:album:6KOWjVP0mh5rOqmzm4tkPD,223986,Folie à Deux,"emo, pop punk, emo pop",2008.0
